RECID,XMLRECORD
842,"<row id=""842"" xml:space=""preserve""><c1>C100842</c1><c2>Philippe</c2><c3>Royer</c3><c5>4, boulevard Diane Roussel</c5><c7>Marin-les-Bains</c7><c8>79673</c8><c31>20090315</c31><c48>TN0000842</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
843,"<row id=""843"" xml:space=""preserve""><c1>C100843</c1><c2>Agathe</c2><c3>Blondel</c3><c5>73, rue Lebreton</c5><c7>Durand-sur-Weber</c7><c8>24301</c8><c31>20150912</c31><c48>TN0000843</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
844,"<row id=""844"" xml:space=""preserve""><c1>C100844</c1><c2>Michelle</c2><c3>Mallet</c3><c5>avenue Ollivier</c5><c7>Saint Antoine</c7><c8>77831</c8><c31>20100114</c31><c48>TN0000844</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
845,"<row id=""845"" xml:space=""preserve""><c1>C100845</c1><c2>Véronique</c2><c3>Hubert</c3><c5>rue Alexandria Muller</c5><c7>MaheBourg</c7><c8>93679</c8><c31>20210128</c31><c48>TN0000845</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
846,"<row id=""846"" xml:space=""preserve""><c1>C100846</c1><c2>Claude</c2><c3>Lemoine</c3><c5>25, boulevard de Letellier</c5><c7>Pinto</c7><c8>97495</c8><c31>20130602</c31><c48>TN0000846</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
847,"<row id=""847"" xml:space=""preserve""><c1>C100847</c1><c2>Chantal</c2><c3>Roche</c3><c5>29, rue de Richard</c5><c7>Gauthier-sur-Salmon</c7><c8>39931</c8><c31>20190409</c31><c48>TN0000847</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
848,"<row id=""848"" xml:space=""preserve""><c1>C100848</c1><c2>Paulette</c2><c3>Vidal</c3><c5>9, chemin de Garcia</c5><c7>Lefèvre</c7><c8>35517</c8><c31>20080330</c31><c48>TN0000848</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
849,"<row id=""849"" xml:space=""preserve""><c1>C100849</c1><c2>Laure</c2><c3>Potier</c3><c5>999, boulevard Mendès</c5><c7>Sainte NathalieBourg</c7><c8>61839</c8><c31>20091228</c31><c48>TN0000849</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
850,"<row id=""850"" xml:space=""preserve""><c1>C100850</c1><c2>Léon</c2><c3>Renault</c3><c5>67, boulevard Pinto</c5><c7>Saint Olivie</c7><c8>69342</c8><c31>20110523</c31><c48>TN0000850</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
851,"<row id=""851"" xml:space=""preserve""><c1>C100851</c1><c2>Anastasie</c2><c3>Ribeiro</c3><c5>35, rue Foucher</c5><c7>Pichon</c7><c8>16104</c8><c31>20230422</c31><c48>TN0000851</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
852,"<row id=""852"" xml:space=""preserve""><c1>C100852</c1><c2>Thérèse</c2><c3>Brun</c3><c5>1, rue Bourgeois</c5><c7>Lagarde</c7><c8>33156</c8><c31>20090401</c31><c48>TN0000852</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
853,"<row id=""853"" xml:space=""preserve""><c1>C100853</c1><c2>Robert</c2><c3>Berger</c3><c5>10, rue de Barthelemy</c5><c7>Wagnerboeuf</c7><c8>15804</c8><c31>20140129</c31><c48>TN0000853</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
854,"<row id=""854"" xml:space=""preserve""><c1>C100854</c1><c2>Claire</c2><c3>Buisson</c3><c5>boulevard de Coulon</c5><c7>Poirier-sur-Rousseau</c7><c8>62948</c8><c31>20151016</c31><c48>TN0000854</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
855,"<row id=""855"" xml:space=""preserve""><c1>C100855</c1><c2>Virginie</c2><c3>Barre</c3><c5>2, rue Texier</c5><c7>Joubert</c7><c8>89638</c8><c31>20200403</c31><c48>TN0000855</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
856,"<row id=""856"" xml:space=""preserve""><c1>C100856</c1><c2>Patricia</c2><c3>Boutin</c3><c5>4, rue de Delattre</c5><c7>Sainte Laetitiadan</c7><c8>55936</c8><c31>20251101</c31><c48>TN0000856</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
857,"<row id=""857"" xml:space=""preserve""><c1>C100857</c1><c2>William</c2><c3>Daniel</c3><c5>74, boulevard Éléonore Le Goff</c5><c7>Godardboeuf</c7><c8>66188</c8><c31>20071023</c31><c48>TN0000857</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
858,"<row id=""858"" xml:space=""preserve""><c1>C100858</c1><c2>Victoire</c2><c3>Techer</c3><c5>58, rue de Martins</c5><c7>Becker-la-Forêt</c7><c8>55356</c8><c31>20140618</c31><c48>TN0000858</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
859,"<row id=""859"" xml:space=""preserve""><c1>C100859</c1><c2>Gérard</c2><c3>Thierry</c3><c5>37, chemin de Mendès</c5><c7>ParentBourg</c7><c8>65120</c8><c31>20120702</c31><c48>TN0000859</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
860,"<row id=""860"" xml:space=""preserve""><c1>C100860</c1><c2>Marcel</c2><c3>Pottier</c3><c5>405, boulevard Cordier</c5><c7>Saint Jeanneboeuf</c7><c8>04172</c8><c31>20220313</c31><c48>TN0000860</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
861,"<row id=""861"" xml:space=""preserve""><c1>C100861</c1><c2>Édith</c2><c3>Garcia</c3><c5>84, rue de Maillot</c5><c7>Rey</c7><c8>52375</c8><c31>20240727</c31><c48>TN0000861</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
862,"<row id=""862"" xml:space=""preserve""><c1>C100862</c1><c2>Hortense</c2><c3>Maillot</c3><c5>boulevard Bouchet</c5><c7>Sainte Matthieudan</c7><c8>85319</c8><c31>20071107</c31><c48>TN0000862</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
863,"<row id=""863"" xml:space=""preserve""><c1>C100863</c1><c2>Jules</c2><c3>Dubois</c3><c5>28, rue Isaac Lévêque</c5><c7>Saint Aurore</c7><c8>02295</c8><c31>20091020</c31><c48>TN0000863</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
864,"<row id=""864"" xml:space=""preserve""><c1>C100864</c1><c2>Suzanne</c2><c3>Olivier</c3><c5>boulevard Brun</c5><c7>Bazin-la-Forêt</c7><c8>70743</c8><c31>20210412</c31><c48>TN0000864</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
865,"<row id=""865"" xml:space=""preserve""><c1>C100865</c1><c2>Lucy</c2><c3>Garnier</c3><c5>97, rue Maréchal</c5><c7>DiasVille</c7><c8>52916</c8><c31>20161027</c31><c48>TN0000865</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
866,"<row id=""866"" xml:space=""preserve""><c1>C100866</c1><c2>Julien</c2><c3>De Oliveira</c3><c5>67, boulevard Bodin</c5><c7>Barondan</c7><c8>95324</c8><c31>20191213</c31><c48>TN0000866</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
867,"<row id=""867"" xml:space=""preserve""><c1>C100867</c1><c2>Roland</c2><c3>Marion</c3><c5>46, chemin de Tanguy</c5><c7>Turpin</c7><c8>30293</c8><c31>20061229</c31><c48>TN0000867</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
868,"<row id=""868"" xml:space=""preserve""><c1>C100868</c1><c2>Denis</c2><c3>Moreau</c3><c5>7, boulevard Mallet</c5><c7>Sainte Christinenec</c7><c8>66681</c8><c31>20160623</c31><c48>TN0000868</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
869,"<row id=""869"" xml:space=""preserve""><c1>C100869</c1><c2>Patrick</c2><c3>Renault</c3><c5>3, rue Duhamel</c5><c7>Bouchetdan</c7><c8>38227</c8><c31>20161007</c31><c48>TN0000869</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
870,"<row id=""870"" xml:space=""preserve""><c1>C100870</c1><c2>Luce</c2><c3>Vidal</c3><c5>85, boulevard Olivier</c5><c7>Couturier</c7><c8>32314</c8><c31>20230630</c31><c48>TN0000870</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
871,"<row id=""871"" xml:space=""preserve""><c1>C100871</c1><c2>Eugène</c2><c3>Giraud</c3><c5>7, boulevard Simone Leroy</c5><c7>Gimenez-sur-Vallet</c7><c8>67642</c8><c31>20101125</c31><c48>TN0000871</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
872,"<row id=""872"" xml:space=""preserve""><c1>C100872</c1><c2>Émilie</c2><c3>Texier</c3><c5>rue de Chevallier</c5><c7>Lemaire</c7><c8>16480</c8><c31>20160125</c31><c48>TN0000872</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
873,"<row id=""873"" xml:space=""preserve""><c1>C100873</c1><c2>Marianne</c2><c3>Thibault</c3><c5>575, avenue de Bouvet</c5><c7>Bègue</c7><c8>28401</c8><c31>20160627</c31><c48>TN0000873</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
874,"<row id=""874"" xml:space=""preserve""><c1>C100874</c1><c2>Gabrielle</c2><c3>Bonnin</c3><c5>218, avenue de Paris</c5><c7>Saint Anaïs</c7><c8>94826</c8><c31>20110621</c31><c48>TN0000874</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
875,"<row id=""875"" xml:space=""preserve""><c1>C100875</c1><c2>Aimée</c2><c3>Prévost</c3><c5>675, avenue Nguyen</c5><c7>Boutindan</c7><c8>43768</c8><c31>20220728</c31><c48>TN0000875</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
876,"<row id=""876"" xml:space=""preserve""><c1>C100876</c1><c2>Alix</c2><c3>Arnaud</c3><c5>2, boulevard de Barbe</c5><c7>Costadan</c7><c8>24960</c8><c31>20180526</c31><c48>TN0000876</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
877,"<row id=""877"" xml:space=""preserve""><c1>C100877</c1><c2>Véronique</c2><c3>Hebert</c3><c5>12, boulevard de Chartier</c5><c7>CaronVille</c7><c8>37573</c8><c31>20150611</c31><c48>TN0000877</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
878,"<row id=""878"" xml:space=""preserve""><c1>C100878</c1><c2>Charlotte</c2><c3>Rémy</c3><c5>1, avenue Marchal</c5><c7>Le Galldan</c7><c8>57838</c8><c31>20111214</c31><c48>TN0000878</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
879,"<row id=""879"" xml:space=""preserve""><c1>C100879</c1><c2>Zacharie</c2><c3>Buisson</c3><c5>15, rue De Oliveira</c5><c7>Lenoir-sur-Dubois</c7><c8>38286</c8><c31>20070226</c31><c48>TN0000879</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
880,"<row id=""880"" xml:space=""preserve""><c1>C100880</c1><c2>Hugues</c2><c3>Jacob</c3><c5>667, boulevard de Breton</c5><c7>CharlesVille</c7><c8>97450</c8><c31>20111202</c31><c48>TN0000880</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
881,"<row id=""881"" xml:space=""preserve""><c1>C100881</c1><c2>Sabine</c2><c3>Baudry</c3><c5>6, rue Henri Seguin</c5><c7>Jacquet</c7><c8>77279</c8><c31>20170226</c31><c48>TN0000881</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
882,"<row id=""882"" xml:space=""preserve""><c1>C100882</c1><c2>Zacharie</c2><c3>Neveu</c3><c5>30, rue Alice Hardy</c5><c7>Legrand</c7><c8>79779</c8><c31>20140909</c31><c48>TN0000882</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
883,"<row id=""883"" xml:space=""preserve""><c1>C100883</c1><c2>Claire</c2><c3>Roussel</c3><c5>27, rue Cousin</c5><c7>Verdierdan</c7><c8>22539</c8><c31>20200213</c31><c48>TN0000883</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
884,"<row id=""884"" xml:space=""preserve""><c1>C100884</c1><c2>Noémi</c2><c3>Buisson</c3><c5>58, rue de Launay</c5><c7>Sainte Gilles-la-Forêt</c7><c8>26875</c8><c31>20250906</c31><c48>TN0000884</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
885,"<row id=""885"" xml:space=""preserve""><c1>C100885</c1><c2>Renée</c2><c3>Masse</c3><c5>298, rue Julie Martinez</c5><c7>Sainte Pauline</c7><c8>64253</c8><c31>20220828</c31><c48>TN0000885</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
886,"<row id=""886"" xml:space=""preserve""><c1>C100886</c1><c2>Margaret</c2><c3>Leleu</c3><c5>848, rue de Brunet</c5><c7>Grenier-sur-Diallo</c7><c8>21662</c8><c31>20250302</c31><c48>TN0000886</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
887,"<row id=""887"" xml:space=""preserve""><c1>C100887</c1><c2>Laetitia</c2><c3>Lecoq</c3><c5>64, boulevard de Lamy</c5><c7>Joubert</c7><c8>42482</c8><c31>20100729</c31><c48>TN0000887</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
888,"<row id=""888"" xml:space=""preserve""><c1>C100888</c1><c2>Yves</c2><c3>Dupont</c3><c5>8, rue de Pelletier</c5><c7>Martineau</c7><c8>15950</c8><c31>20220831</c31><c48>TN0000888</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
889,"<row id=""889"" xml:space=""preserve""><c1>C100889</c1><c2>Christophe</c2><c3>Martin</c3><c5>50, rue Barbier</c5><c7>Dias</c7><c8>12677</c8><c31>20130827</c31><c48>TN0000889</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
890,"<row id=""890"" xml:space=""preserve""><c1>C100890</c1><c2>Pauline</c2><c3>Martins</c3><c5>38, rue de Denis</c5><c7>Lopes-les-Bains</c7><c8>21490</c8><c31>20071104</c31><c48>TN0000890</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
891,"<row id=""891"" xml:space=""preserve""><c1>C100891</c1><c2>Bernard</c2><c3>Poirier</c3><c5>2, chemin Zacharie Bonneau</c5><c7>Gonzalez</c7><c8>92673</c8><c31>20250707</c31><c48>TN0000891</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
892,"<row id=""892"" xml:space=""preserve""><c1>C100892</c1><c2>Lucie</c2><c3>Georges</c3><c5>51, avenue Margaux Gérard</c5><c7>Pinto</c7><c8>12706</c8><c31>20211111</c31><c48>TN0000892</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
893,"<row id=""893"" xml:space=""preserve""><c1>C100893</c1><c2>Océane</c2><c3>Hamon</c3><c5>avenue Navarro</c5><c7>Delattre</c7><c8>39281</c8><c31>20130604</c31><c48>TN0000893</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
894,"<row id=""894"" xml:space=""preserve""><c1>C100894</c1><c2>Anouk</c2><c3>Petitjean</c3><c5>1, boulevard Hoareau</c5><c7>Saint Madeleinedan</c7><c8>01446</c8><c31>20130421</c31><c48>TN0000894</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
895,"<row id=""895"" xml:space=""preserve""><c1>C100895</c1><c2>Philippine</c2><c3>Benoit</c3><c5>34, avenue de Weiss</c5><c7>Saint Théophiledan</c7><c8>08465</c8><c31>20090225</c31><c48>TN0000895</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
896,"<row id=""896"" xml:space=""preserve""><c1>C100896</c1><c2>Timothée</c2><c3>Robert</c3><c5>84, boulevard de Raymond</c5><c7>RenaudVille</c7><c8>19203</c8><c31>20180818</c31><c48>TN0000896</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
897,"<row id=""897"" xml:space=""preserve""><c1>C100897</c1><c2>Philippine</c2><c3>Millet</c3><c5>13, chemin de Dumont</c5><c7>Camus</c7><c8>63885</c8><c31>20150308</c31><c48>TN0000897</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
898,"<row id=""898"" xml:space=""preserve""><c1>C100898</c1><c2>Alexandre</c2><c3>Jean</c3><c5>34, boulevard de Leduc</c5><c7>Michel</c7><c8>70465</c8><c31>20090810</c31><c48>TN0000898</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
899,"<row id=""899"" xml:space=""preserve""><c1>C100899</c1><c2>Nathalie</c2><c3>Leroy</c3><c5>91, avenue Eugène Vincent</c5><c7>Dupré-sur-Auger</c7><c8>37713</c8><c31>20210129</c31><c48>TN0000899</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
900,"<row id=""900"" xml:space=""preserve""><c1>C100900</c1><c2>Nicole</c2><c3>Seguin</c3><c5>313, boulevard Dupré</c5><c7>Lebreton</c7><c8>81611</c8><c31>20140731</c31><c48>TN0000900</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
901,"<row id=""901"" xml:space=""preserve""><c1>C100901</c1><c2>Henriette</c2><c3>Hardy</c3><c5>chemin de Fournier</c5><c7>Daniel-les-Bains</c7><c8>85936</c8><c31>20101026</c31><c48>TN0000901</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
902,"<row id=""902"" xml:space=""preserve""><c1>C100902</c1><c2>Patrick</c2><c3>Wagner</c3><c5>672, rue Margaud Neveu</c5><c7>HenryVille</c7><c8>59986</c8><c31>20171112</c31><c48>TN0000902</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
903,"<row id=""903"" xml:space=""preserve""><c1>C100903</c1><c2>Brigitte</c2><c3>Rolland</c3><c5>40, chemin de Thierry</c5><c7>Saint Alphonse</c7><c8>82212</c8><c31>20200729</c31><c48>TN0000903</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
904,"<row id=""904"" xml:space=""preserve""><c1>C100904</c1><c2>Élise</c2><c3>Nicolas</c3><c5>rue de Berthelot</c5><c7>Clerc</c7><c8>09734</c8><c31>20120326</c31><c48>TN0000904</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
905,"<row id=""905"" xml:space=""preserve""><c1>C100905</c1><c2>Caroline</c2><c3>Dias</c3><c5>9, rue de Colas</c5><c7>RobinVille</c7><c8>24922</c8><c31>20150310</c31><c48>TN0000905</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
906,"<row id=""906"" xml:space=""preserve""><c1>C100906</c1><c2>Suzanne</c2><c3>Martinez</c3><c5>60, rue Allard</c5><c7>HumbertVille</c7><c8>56404</c8><c31>20180220</c31><c48>TN0000906</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
907,"<row id=""907"" xml:space=""preserve""><c1>C100907</c1><c2>Élisabeth</c2><c3>Giraud</c3><c5>37, avenue Céline Rivière</c5><c7>Sainte NicolasBourg</c7><c8>38652</c8><c31>20140310</c31><c48>TN0000907</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
908,"<row id=""908"" xml:space=""preserve""><c1>C100908</c1><c2>Antoinette</c2><c3>Poulain</c3><c5>68, avenue Nathalie Bonnet</c5><c7>Buissondan</c7><c8>94858</c8><c31>20080108</c31><c48>TN0000908</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
909,"<row id=""909"" xml:space=""preserve""><c1>C100909</c1><c2>Sébastien</c2><c3>Adam</c3><c5>57, rue Alves</c5><c7>Moulin</c7><c8>13841</c8><c31>20161216</c31><c48>TN0000909</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
910,"<row id=""910"" xml:space=""preserve""><c1>C100910</c1><c2>Lucas</c2><c3>Lecoq</c3><c5>5, rue de Gillet</c5><c7>Courtois-sur-Hoarau</c7><c8>42579</c8><c31>20160919</c31><c48>TN0000910</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
911,"<row id=""911"" xml:space=""preserve""><c1>C100911</c1><c2>Henriette</c2><c3>Laurent</c3><c5>rue de Lefort</c5><c7>Morel</c7><c8>97398</c8><c31>20250324</c31><c48>TN0000911</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
912,"<row id=""912"" xml:space=""preserve""><c1>C100912</c1><c2>Stéphane</c2><c3>Martins</c3><c5>10, boulevard Colin</c5><c7>Mallet</c7><c8>45722</c8><c31>20230108</c31><c48>TN0000912</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
913,"<row id=""913"" xml:space=""preserve""><c1>C100913</c1><c2>Nicole</c2><c3>Vidal</c3><c5>478, avenue Michèle Payet</c5><c7>Marin</c7><c8>24629</c8><c31>20080929</c31><c48>TN0000913</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
914,"<row id=""914"" xml:space=""preserve""><c1>C100914</c1><c2>Jeanne</c2><c3>Merle</c3><c5>40, rue François Guérin</c5><c7>TurpinBourg</c7><c8>02269</c8><c31>20240106</c31><c48>TN0000914</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
915,"<row id=""915"" xml:space=""preserve""><c1>C100915</c1><c2>Margot</c2><c3>Bonneau</c3><c5>chemin de Lévêque</c5><c7>Berger</c7><c8>10166</c8><c31>20160424</c31><c48>TN0000915</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
916,"<row id=""916"" xml:space=""preserve""><c1>C100916</c1><c2>Lucas</c2><c3>Dufour</c3><c5>41, rue de Blot</c5><c7>Guichard</c7><c8>87747</c8><c31>20120724</c31><c48>TN0000916</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
917,"<row id=""917"" xml:space=""preserve""><c1>C100917</c1><c2>Zacharie</c2><c3>Paris</c3><c5>68, rue Margaux Lombard</c5><c7>BlondelVille</c7><c8>83260</c8><c31>20160903</c31><c48>TN0000917</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
918,"<row id=""918"" xml:space=""preserve""><c1>C100918</c1><c2>Laetitia</c2><c3>Adam</c3><c5>324, rue de Philippe</c5><c7>Le Roux</c7><c8>01250</c8><c31>20200821</c31><c48>TN0000918</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
919,"<row id=""919"" xml:space=""preserve""><c1>C100919</c1><c2>Michelle</c2><c3>Faure</c3><c5>13, rue Leleu</c5><c7>Lefort</c7><c8>67927</c8><c31>20220805</c31><c48>TN0000919</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
920,"<row id=""920"" xml:space=""preserve""><c1>C100920</c1><c2>Laurence</c2><c3>Bodin</c3><c5>chemin de Deschamps</c5><c7>Millet</c7><c8>48182</c8><c31>20201104</c31><c48>TN0000920</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
921,"<row id=""921"" xml:space=""preserve""><c1>C100921</c1><c2>Colette</c2><c3>Colas</c3><c5>279, rue Thérèse Mallet</c5><c7>Berniernec</c7><c8>84973</c8><c31>20080312</c31><c48>TN0000921</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
922,"<row id=""922"" xml:space=""preserve""><c1>C100922</c1><c2>Denise</c2><c3>Duhamel</c3><c5>4, avenue Adrienne Charrier</c5><c7>Bailly</c7><c8>13583</c8><c31>20141222</c31><c48>TN0000922</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
923,"<row id=""923"" xml:space=""preserve""><c1>C100923</c1><c2>Isabelle</c2><c3>Garcia</c3><c5>82, chemin de Louis</c5><c7>Sainte Inès</c7><c8>87682</c8><c31>20210327</c31><c48>TN0000923</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
924,"<row id=""924"" xml:space=""preserve""><c1>C100924</c1><c2>Charles</c2><c3>Ledoux</c3><c5>56, boulevard de Merle</c5><c7>Sainte Bernard-la-Forêt</c7><c8>35514</c8><c31>20071130</c31><c48>TN0000924</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
925,"<row id=""925"" xml:space=""preserve""><c1>C100925</c1><c2>David</c2><c3>Loiseau</c3><c5>97, avenue Merle</c5><c7>Besnard</c7><c8>08659</c8><c31>20060722</c31><c48>TN0000925</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
926,"<row id=""926"" xml:space=""preserve""><c1>C100926</c1><c2>Lucie</c2><c3>Diaz</c3><c5>42, rue Roland Delorme</c5><c7>Camus</c7><c8>19750</c8><c31>20241130</c31><c48>TN0000926</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
927,"<row id=""927"" xml:space=""preserve""><c1>C100927</c1><c2>Emmanuel</c2><c3>Moulin</c3><c5>58, avenue William Alexandre</c5><c7>Potier</c7><c8>08884</c8><c31>20070920</c31><c48>TN0000927</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
928,"<row id=""928"" xml:space=""preserve""><c1>C100928</c1><c2>Caroline</c2><c3>Bigot</c3><c5>26, rue Hervé</c5><c7>Baron-sur-Vallée</c7><c8>70709</c8><c31>20230312</c31><c48>TN0000928</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
929,"<row id=""929"" xml:space=""preserve""><c1>C100929</c1><c2>Patricia</c2><c3>Jourdan</c3><c5>6, boulevard Michel</c5><c7>Saint Jacqueline-les-Bains</c7><c8>97295</c8><c31>20220507</c31><c48>TN0000929</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
930,"<row id=""930"" xml:space=""preserve""><c1>C100930</c1><c2>Catherine</c2><c3>Da Costa</c3><c5>91, boulevard Rodrigues</c5><c7>Pineau</c7><c8>02599</c8><c31>20251013</c31><c48>TN0000930</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
931,"<row id=""931"" xml:space=""preserve""><c1>C100931</c1><c2>Christine</c2><c3>Carlier</c3><c5>boulevard Thérèse Guibert</c5><c7>Morvan-sur-Clément</c7><c8>90279</c8><c31>20140914</c31><c48>TN0000931</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
932,"<row id=""932"" xml:space=""preserve""><c1>C100932</c1><c2>Michèle</c2><c3>Imbert</c3><c5>39, avenue Stéphanie Peltier</c5><c7>Gaillard</c7><c8>79743</c8><c31>20250228</c31><c48>TN0000932</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
933,"<row id=""933"" xml:space=""preserve""><c1>C100933</c1><c2>Jeannine</c2><c3>Thibault</c3><c5>boulevard Océane Delorme</c5><c7>GarciaVille</c7><c8>88802</c8><c31>20160825</c31><c48>TN0000933</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
934,"<row id=""934"" xml:space=""preserve""><c1>C100934</c1><c2>Stéphane</c2><c3>Grondin</c3><c5>65, rue de Petit</c5><c7>Perez</c7><c8>62547</c8><c31>20101130</c31><c48>TN0000934</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
